id,transaction_no,transaction_date,doc_ref_no,effectivity_date,employee_id,basic_income,housing_allowances,car_allowances,petrol_allowances,food_allowances,others,incentive,mobile_allowances,total_gross_pay,remarks,hr_remarks,mngt_remarks,hr_approved_by,mngt_approved_by,status_id,created_on,created_by,updated_on,updated_by
420,,2008-01-01,,2008-01-01,53,1400,0,0,0,0,1100,0,0,2500,,,,,,5,,,2020-02-23 19:47:58,17
421,,2008-01-01,,2008-01-01,69,1643,0,0,0,365,492,0,0,2500,,,,,,5,,,2020-02-23 19:47:58,17
422,,2008-01-01,,2008-01-01,36,1900,0,0,0,365,735,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
423,,2008-01-01,,2008-01-01,18,1900,933,0,0,365,552,0,0,3750,,,,,,5,,,2020-02-23 19:47:58,17
424,,2008-01-01,,2008-01-01,35,1935,600,0,0,365,600,0,0,3500,,,,,,5,,,2020-02-23 19:47:58,17
425,,2008-01-01,,2008-01-01,56,2000,500,500,0,0,500,0,0,3500,,,,,,5,,,2020-02-23 19:47:58,17
426,,2008-01-01,,2008-01-01,48,1643,0,0,0,365,992,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
427,,2008-01-01,,2008-01-01,65,1643,0,0,0,365,492,0,0,2500,,,,,,5,,,2020-02-23 19:47:58,17
428,,2008-01-01,,2008-01-01,51,1900,0,0,0,365,735,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
429,,2008-01-01,,2008-01-01,59,2000,500,500,0,0,500,0,0,3500,,,,,,5,,,2020-02-23 19:47:58,17
430,,2008-01-01,,2008-01-01,50,1643,0,0,0,365,492,0,0,2500,,,,,,5,,,2020-02-23 19:47:58,17
431,,2008-01-01,,2008-01-01,42,2000,1800,500,0,0,1400,0,0,5700,,,,,,5,,,2020-02-23 19:47:58,17
432,,2008-01-01,,2008-01-01,63,1643,0,0,0,365,492,0,0,2500,,,,,,5,,,2020-02-23 19:47:58,17
433,,2008-01-01,,2008-01-01,43,1900,500,0,0,365,735,0,0,3500,,,,,,5,,,2020-02-23 19:47:58,17
434,,2008-01-01,,2008-01-01,25,1900,993,0,0,365,742,0,0,4000,,,,,,5,,,2020-02-23 19:47:58,17
435,,2008-01-01,,2008-01-01,67,1643,0,0,0,365,492,0,0,2500,,,,,,5,,,2020-02-23 19:47:58,17
436,,2008-01-01,,2008-01-01,49,1643,500,0,0,365,492,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
437,,2008-01-01,,2008-01-01,57,3000,800,500,0,0,700,0,0,5000,,,,,,5,,,2020-02-23 19:47:58,17
438,,2008-01-01,,2008-01-01,64,1203,500,0,0,0,497,0,0,2200,,,,,,5,,,2020-02-23 19:47:58,17
439,,2008-01-01,,2008-01-01,33,2000,1500,0,300,0,1150,0,0,4950,,,,,,5,,,2020-02-23 19:47:58,17
440,,2008-01-01,,2008-01-01,60,2500,3000,0,300,0,400,0,0,6200,,,,,,5,,,2020-02-23 19:47:58,17
441,,2008-01-01,,2008-01-01,52,1643,500,0,0,365,492,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
442,,2008-01-01,,2008-01-01,55,2350,1300,0,0,0,1650,0,0,5300,,,,,,5,,,2020-02-23 19:47:58,17
443,,2008-03-01,,2008-03-01,27,900,0,0,0,0,900,0,0,1800,,,,,,5,,,2020-02-23 19:47:58,17
444,,2008-03-01,,2008-03-01,31,1300,0,0,0,0,1400,0,0,2700,,,,,,5,,,2020-02-23 19:47:58,17
445,,2008-03-01,,2008-03-01,60,2900,3000,0,300,0,800,0,0,7000,,,,,,5,,,2020-02-23 19:47:58,17
446,,2008-01-01,,2008-01-01,58,2000,0,0,0,365,1135,0,0,3500,,,,,,5,,,2020-02-23 19:47:58,17
447,,2008-01-01,,2008-01-01,61,1000,0,0,0,365,435,0,0,1800,,,,,,5,,,2020-02-23 19:47:58,17
448,,2008-01-01,,2008-01-01,70,2650,2000,650,0,0,500,500,0,6300,,,,,,5,,,2020-02-23 19:47:58,17
449,,2008-01-01,,2008-01-01,1,6500,8400,0,0,0,5500,2500,0,22900,,,,,,5,,,2020-02-23 19:47:58,17
450,,2008-01-01,,2008-01-01,17,4000,3500,0,0,365,2135,0,0,10000,,,,,,5,,,2020-02-23 19:47:58,17
451,,2008-03-01,,2008-03-01,22,4000,6000,500,0,0,650,0,0,11150,,,,,,5,,,2020-02-23 19:47:58,17
452,,2008-01-01,,2008-01-01,23,5000,8450,1000,0,0,5050,2000,0,21500,,,,,,5,,,2020-02-23 19:47:58,17
453,,2008-01-01,,2008-01-01,47,2500,3500,500,0,365,635,0,0,7500,,,,,,5,,,2020-02-23 19:47:58,17
454,,2008-01-01,,2008-01-01,73,2500,1500,500,0,0,2000,0,0,6500,,,,,,5,,,2020-02-23 19:47:58,17
455,,2008-01-01,,2008-01-01,26,3200,5000,500,0,365,1227,708,0,11000,,,,,,5,,,2020-02-23 19:47:58,17
456,,2008-01-01,,2008-01-01,5,3300,3650,0,0,0,1550,0,0,8500,,,,,,5,,,2020-02-23 19:47:58,17
457,,2008-01-01,,2008-01-01,7,2800,3165,0,150,0,1145,0,0,7260,,,,,,5,,,2020-02-23 19:47:58,17
458,,2008-01-01,,2008-01-01,30,1600,2500,700,0,0,400,0,0,5200,,,,,,5,,,2020-02-23 19:47:58,17
459,,2008-01-01,,2008-01-01,10,5000,8450,0,200,0,1000,0,0,14650,,,,,,5,,,2020-02-23 19:47:58,17
460,,2008-01-01,,2008-01-01,15,4500,7500,0,300,0,1200,1500,0,15000,,,,,,5,,,2020-02-23 19:47:58,17
461,,2008-01-01,,2008-01-01,19,3000,300,0,200,365,1535,0,0,5400,,,,,,5,,,2020-02-23 19:47:58,17
462,,2008-01-01,,2008-01-01,20,4000,6000,1000,0,0,2250,0,0,13250,,,,,,5,,,2020-02-23 19:47:58,17
463,,2008-01-01,,2008-01-01,11,2500,2250,0,200,0,1200,0,0,6150,,,,,,5,,,2020-02-23 19:47:58,17
464,,2008-01-01,,2008-01-01,2,2500,2500,0,200,0,950,0,0,6150,,,,,,5,,,2020-02-23 19:47:58,17
465,,2008-01-01,,2008-01-01,54,800,0,0,0,0,600,0,0,1400,,,,,,5,,,2020-02-23 19:47:58,17
466,,2008-05-14,,2008-05-14,77,1643,0,0,0,365,182,0,0,2190,,,,,,5,,,2020-02-23 19:47:58,17
467,,2008-05-01,,2008-05-01,71,2000,0,0,0,0,500,1500,0,4000,,,,,,5,,,2020-02-23 19:47:58,17
468,,2008-05-01,,2008-05-01,24,2000,1500,0,300,0,1150,1300,0,6250,,,,,,5,,,2020-02-23 19:47:58,17
469,,2008-06-01,,2008-06-01,78,913,0,0,0,365,0,0,0,1278,,,,,,5,,,2020-02-23 19:47:58,17
470,,2008-06-01,,2008-06-01,77,1643,0,0,0,365,482,0,0,2490,,,,,,5,,,2020-02-23 19:47:58,17
471,,2008-04-01,,2008-04-01,44,2000,1500,0,200,0,400,0,0,4100,,,,,,5,,,2020-02-23 19:47:58,17
472,,2008-05-01,,2008-05-01,34,2000,0,0,0,0,1000,1000,0,4000,,,,,,5,,,2020-02-23 19:47:58,17
473,,2008-06-01,,2008-06-01,32,900,500,0,0,0,500,0,0,1900,,,,,,5,,,2020-02-23 19:47:58,17
474,,2008-08-15,,2008-08-15,65,1643,500,0,0,365,492,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
475,,2008-03-01,,2008-03-01,11,2500,3450,0,200,0,550,0,0,6700,,,,,,5,,,2020-02-23 19:47:58,17
476,,2008-03-01,,2008-03-01,2,2500,3500,0,200,0,500,0,0,6700,,,,,,5,,,2020-02-23 19:47:58,17
477,,2008-03-01,,2008-03-01,37,2000,3500,0,200,0,800,0,0,6500,,,,,,5,,,2020-02-23 19:47:58,17
478,,2008-07-17,,2008-07-17,79,1800,700,0,0,0,0,0,0,2500,,,,,,5,,,2020-02-23 19:47:58,17
479,,2008-07-25,,2008-07-25,80,913,0,0,0,365,0,0,0,1278,,,,,,5,,,2020-02-23 19:47:58,17
480,,2008-08-01,,2008-08-01,36,1900,0,500,0,365,735,0,0,3500,,,,,,5,,,2020-02-23 19:47:58,17
481,,2008-08-01,,2008-08-01,62,1800,700,0,0,0,500,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
482,,2008-08-01,,2008-08-01,32,1000,500,0,0,0,500,0,0,2000,,,,,,5,,,2020-02-23 19:47:58,17
483,,2008-08-01,,2008-08-01,54,1000,0,0,0,0,600,0,0,1600,,,,,,5,,,2020-02-23 19:47:58,17
484,,2008-08-01,,2008-08-01,76,1000,0,0,0,0,600,0,0,1600,,,,,,5,,,2020-02-23 19:47:58,17
485,,2008-08-01,,2008-08-01,68,1000,0,0,0,365,235,0,0,1600,,,,,,5,,,2020-02-23 19:47:58,17
486,,2008-08-01,,2008-08-01,78,913,0,0,0,365,122,0,0,1400,,,,,,5,,,2020-02-23 19:47:58,17
487,,2008-08-01,,2008-08-01,80,913,0,0,0,365,122,0,0,1400,,,,,,5,,,2020-02-23 19:47:58,17
488,,2008-09-09,,2008-09-09,81,1700,800,0,0,0,0,0,0,2500,,,,,,5,,,2020-02-23 19:47:58,17
489,,2008-09-01,,2008-09-01,58,2000,800,0,0,365,1135,0,0,4300,,,,,,5,,,2020-02-23 19:47:58,17
490,,2008-09-01,,2008-09-01,78,1000,0,0,0,365,235,0,0,1600,,,,,,5,,,2020-02-23 19:47:58,17
491,,2008-10-01,,2008-10-01,18,2000,933,0,0,365,952,0,0,4250,,,,,,5,,,2020-02-23 19:47:58,17
492,,2008-10-01,,2008-10-01,36,2000,0,500,0,365,1135,0,0,4000,,,,,,5,,,2020-02-23 19:47:58,17
493,,2008-10-01,,2008-10-01,48,2000,0,0,0,365,1135,0,0,3500,,,,,,5,,,2020-02-23 19:47:58,17
494,,2008-11-01,,2008-11-01,17,4000,4500,0,0,365,2135,0,0,11000,,,,,,5,,,2020-02-23 19:47:58,17
495,,2008-11-01,,2008-11-01,78,1100,0,0,0,365,235,0,0,1700,,,,,,5,,,2020-02-23 19:47:58,17
496,,2008-11-01,,2008-11-01,80,1100,0,0,0,365,235,0,0,1700,,,,,,5,,,2020-02-23 19:47:58,17
497,,2008-01-01,,2008-01-01,30,2000,2500,700,0,0,400,0,0,5600,,,,,,5,,,2020-02-23 19:47:58,17
498,,2008-11-01,,2008-11-01,40,1100,800,0,0,0,300,0,0,2200,,,,,,5,,,2020-02-23 19:47:58,17
499,,2008-09-01,,2008-09-01,45,1800,700,0,0,365,835,0,0,3700,,,,,,5,,,2020-02-23 19:47:58,17
500,,2008-12-09,,2008-12-09,81,1700,1000,0,0,0,300,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
501,,2008-12-01,,2008-12-01,74,2000,0,0,0,365,935,0,0,3300,,,,,,5,,,2020-02-23 19:47:58,17
502,,2009-02-01,,2009-02-01,19,3500,6000,0,200,365,1135,0,0,11200,,,,,,5,,,2020-02-23 19:47:58,17
503,,2009-01-01,,2009-01-01,60,3200,6000,0,400,0,400,0,0,10000,,,,,,5,,,2020-02-23 19:47:58,17
504,,2009-01-01,,2009-01-01,21,1400,800,0,200,365,635,0,0,3400,,,,,,5,,,2020-02-23 19:47:58,17
505,,2009-01-01,,2009-01-01,40,1200,800,0,0,365,435,0,0,2800,,,,,,5,,,2020-02-23 19:47:58,17
506,,2009-01-01,,2009-01-01,61,1200,0,0,0,365,635,0,0,2200,,,,,,5,,,2020-02-23 19:47:58,17
507,,2009-01-01,,2009-01-01,64,1203,0,0,0,365,732,0,0,2300,,,,,,5,,,2020-02-23 19:47:58,17
508,,2009-01-01,,2009-01-01,78,1200,0,0,0,365,635,0,0,2200,,,,,,5,,,2020-02-23 19:47:58,17
509,,2009-01-01,,2009-01-01,80,1200,0,0,0,365,635,0,0,2200,,,,,,5,,,2020-02-23 19:47:58,17
510,,2009-01-01,,2009-01-01,6,1700,0,0,0,365,235,0,0,2300,,,,,,5,,,2020-02-23 19:47:58,17
511,,2009-01-01,,2009-01-01,27,1000,0,0,0,365,735,0,0,2100,,,,,,5,,,2020-02-23 19:47:58,17
512,,2009-01-01,,2009-01-01,32,1000,0,0,0,365,735,0,0,2100,,,,,,5,,,2020-02-23 19:47:58,17
513,,2009-01-01,,2009-01-01,54,1000,0,0,0,365,535,0,0,1900,,,,,,5,,,2020-02-23 19:47:58,17
514,,2009-01-01,,2009-01-01,68,1000,0,0,0,365,535,0,0,1900,,,,,,5,,,2020-02-23 19:47:58,17
515,,2009-01-01,,2009-01-01,76,1000,0,0,0,365,535,0,0,1900,,,,,,5,,,2020-02-23 19:47:58,17
516,,2009-02-01,,2009-02-01,78,1200,800,0,0,365,435,0,0,2800,,,,,,5,,,2020-02-23 19:47:58,17
517,,2009-01-01,,2009-01-01,53,1800,0,0,0,0,1200,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
518,,2009-01-01,,2009-01-01,12,2000,0,0,300,0,1250,0,0,3550,,,,,,5,,,2020-02-23 19:47:58,17
519,,2009-01-01,,2009-01-01,39,1800,0,0,300,0,1200,0,0,3300,,,,,,5,,,2020-02-23 19:47:58,17
520,,2009-01-01,,2009-01-01,38,1750,0,0,0,0,1000,0,0,2750,,,,,,5,,,2020-02-23 19:47:58,17
521,,2009-01-01,,2009-01-01,46,1600,1500,0,0,365,785,1750,0,6000,,,,,,5,,,2020-02-23 19:47:58,17
522,,2009-01-01,,2009-01-01,62,1800,800,0,0,0,950,1750,0,5300,,,,,,5,,,2020-02-23 19:47:58,17
523,,2009-01-01,,2009-01-01,72,1800,800,0,0,0,950,1750,0,5300,,,,,,5,,,2020-02-23 19:47:58,17
524,,2009-01-01,,2009-01-01,79,1800,800,0,0,0,950,0,0,3550,,,,,,5,,,2020-02-23 19:47:58,17
525,,2009-02-10,,2009-02-10,79,1800,0,0,0,0,950,0,0,2750,,,,,,5,,,2020-02-23 19:47:58,17
526,,2009-01-04,,2009-01-04,82,3000,3500,700,0,0,1500,0,0,8700,,,,,,5,,,2020-02-23 19:47:58,17
527,,2009-01-30,,2009-01-30,83,1000,0,0,0,365,535,0,0,1900,,,,,,5,,,2020-02-23 19:47:58,17
528,,2009-01-01,,2009-01-01,59,2000,800,500,0,0,850,0,0,4150,,,,,,5,,,2020-02-23 19:47:58,17
529,,2009-01-01,,2009-01-01,69,1643,0,0,0,365,842,0,0,2850,,,,,,5,,,2020-02-23 19:47:58,17
530,,2009-01-01,,2009-01-01,42,2500,2500,500,0,0,1250,0,0,6750,,,,,,5,,,2020-02-23 19:47:58,17
531,,2009-01-01,,2009-01-01,77,1643,0,0,0,365,842,0,0,2850,,,,,,5,,,2020-02-23 19:47:58,17
532,,2009-01-01,,2009-01-01,63,1643,0,0,0,365,842,0,0,2850,,,,,,5,,,2020-02-23 19:47:58,17
533,,2009-01-01,,2009-01-01,28,2500,1500,0,0,365,1120,0,0,5485,,,,,,5,,,2020-02-23 19:47:58,17
534,,2009-01-01,,2009-01-01,51,1900,0,0,0,365,1085,0,0,3350,,,,,,5,,,2020-02-23 19:47:58,17
535,,2009-01-01,,2009-01-01,52,1643,800,0,0,365,842,0,0,3650,,,,,,5,,,2020-02-23 19:47:58,17
536,,2009-01-01,,2009-01-01,56,2000,800,500,0,0,850,0,0,4150,,,,,,5,,,2020-02-23 19:47:58,17
537,,2009-01-01,,2009-01-01,50,1643,0,0,0,365,842,0,0,2850,,,,,,5,,,2020-02-23 19:47:58,17
538,,2009-01-01,,2009-01-01,65,1643,800,0,0,365,842,0,0,3650,,,,,,5,,,2020-02-23 19:47:58,17
539,,2009-01-01,,2009-01-01,18,2000,1000,0,0,365,1135,0,0,4500,,,,,,5,,,2020-02-23 19:47:58,17
540,,2009-01-01,,2009-01-01,35,1935,800,0,0,365,700,0,0,3800,,,,,,5,,,2020-02-23 19:47:58,17
541,,2009-01-01,,2009-01-01,34,2000,0,0,0,0,1250,2000,0,5250,,,,,,5,,,2020-02-23 19:47:58,17
542,,2009-01-01,,2009-01-01,71,2000,0,0,0,0,1250,1500,0,4750,,,,,,5,,,2020-02-23 19:47:58,17
543,,2009-01-01,,2009-01-01,24,2000,2000,0,300,0,1250,1300,0,6850,,,,,,5,,,2020-02-23 19:47:58,17
544,,2009-01-01,,2009-01-01,33,2000,2000,0,300,0,1250,1300,0,6850,,,,,,5,,,2020-02-23 19:47:58,17
545,,2009-01-01,,2009-01-01,45,1800,800,0,0,365,1135,0,0,4100,,,,,,5,,,2020-02-23 19:47:58,17
546,,2009-02-22,,2009-02-22,84,1643,0,0,0,365,192,0,0,2200,,,,,,5,,,2020-02-23 19:47:58,17
547,,2009-01-01,,2009-01-01,49,1643,800,0,0,365,842,0,0,3650,,,,,,5,,,2020-02-23 19:47:58,17
548,,2009-01-01,,2009-01-01,55,2300,1500,0,0,0,1950,0,0,5750,,,,,,5,,,2020-02-23 19:47:58,17
549,,2009-01-01,,2009-01-01,67,1643,0,0,0,365,842,0,0,2850,,,,,,5,,,2020-02-23 19:47:58,17
550,,2009-01-01,,2009-01-01,43,1900,800,0,0,365,1085,0,0,4150,,,,,,5,,,2020-02-23 19:47:58,17
551,,2009-01-01,,2009-01-01,25,1900,0,0,0,365,1735,0,0,4000,,,,,,5,,,2020-02-23 19:47:58,17
552,,2009-01-01,,2009-01-01,9,3000,0,500,0,360,1640,1500,0,7000,,,,,,5,,,2020-02-23 19:47:58,17
553,,2009-01-01,,2009-01-01,13,1700,2000,0,275,360,100,0,0,4435,,,,,,5,,,2020-02-23 19:47:58,17
554,,2009-01-01,,2009-01-01,41,2250,2500,0,0,365,885,0,0,6000,,,,,,5,,,2020-02-23 19:47:58,17
555,,2009-01-01,,2009-01-01,57,3000,1500,700,0,0,1000,1000,0,7200,,,,,,5,,,2020-02-23 19:47:58,17
556,,2009-01-01,,2009-01-01,11,2500,4000,0,200,0,550,0,0,7250,,,,,,5,,,2020-02-23 19:47:58,17
557,,2009-01-01,,2009-01-01,2,2500,4000,0,200,0,500,0,0,7200,,,,,,5,,,2020-02-23 19:47:58,17
558,,2009-01-01,,2009-01-01,37,2300,5000,0,200,0,800,0,0,8300,,,,,,5,,,2020-02-23 19:47:58,17
559,,2009-01-01,,2009-01-01,15,4500,8500,0,300,0,1200,13000,0,27500,,,,,,5,,,2020-02-23 19:47:58,17
560,,2009-01-01,,2009-01-01,70,2800,3500,1000,0,0,700,500,0,8500,,,,,,5,,,2020-02-23 19:47:58,17
561,,2009-01-01,,2009-01-01,58,2300,1200,0,0,365,1135,0,0,5000,,,,,,5,,,2020-02-23 19:47:58,17
562,,2009-01-01,,2009-01-01,74,2300,0,0,0,365,1135,0,0,3800,,,,,,5,,,2020-02-23 19:47:58,17
563,,2009-01-01,,2009-01-01,5,3300,6000,0,0,0,1550,0,0,10850,,,,,,5,,,2020-02-23 19:47:58,17
564,,2009-01-01,,2009-01-01,7,2800,6000,0,150,0,1145,0,0,10095,,,,,,5,,,2020-02-23 19:47:58,17
565,,2009-01-01,,2009-01-01,30,2300,4000,700,0,0,700,0,0,7700,,,,,,5,,,2020-02-23 19:47:58,17
566,,2009-01-01,,2009-01-01,10,5000,10000,0,200,0,1000,15350,0,31550,,,,,,5,,,2020-02-23 19:47:58,17
567,,2009-01-01,,2009-01-01,44,2500,2500,0,350,0,1000,1000,0,7350,,,,,,5,,,2020-02-23 19:47:58,17
568,,2009-01-01,,2009-01-01,1,6500,10000,0,0,0,5500,2500,0,24500,,,,,,5,,,2020-02-23 19:47:58,17
569,,2009-01-01,,2009-01-01,17,4000,6000,0,0,365,2135,0,0,12500,,,,,,5,,,2020-02-23 19:47:58,17
570,,2009-01-01,,2009-01-01,22,4000,6700,1200,0,0,2100,0,0,14000,,,,,,5,,,2020-02-23 19:47:58,17
571,,2009-01-01,,2009-01-01,23,5000,10000,1750,0,0,5050,2000,0,23800,,,,,,5,,,2020-02-23 19:47:58,17
572,,2009-01-01,,2009-01-01,47,2500,4500,500,0,365,635,0,0,8500,,,,,,5,,,2020-02-23 19:47:58,17
573,,2009-01-01,,2009-01-01,73,2500,3500,500,0,0,2000,0,0,8500,,,,,,5,,,2020-02-23 19:47:58,17
574,,2009-01-01,,2009-01-01,20,4250,8500,1500,0,0,2750,1000,0,18000,,,,,,5,,,2020-02-23 19:47:58,17
575,,2008-11-01,,2008-11-01,26,3500,6000,1000,0,365,1227,708,0,12800,,,,,,5,,,2020-02-23 19:47:58,17
576,,2009-03-16,,2009-03-16,82,3000,3500,0,300,0,1500,0,0,8300,,,,,,5,,,2020-02-23 19:47:58,17
577,,2009-01-01,,2009-01-01,16,4000,2500,500,0,365,1135,0,0,8500,,,,,,5,,,2020-02-23 19:47:58,17
578,,2009-05-06,,2009-05-06,85,1200,800,0,0,365,235,0,0,2600,,,,,,5,,,2020-02-23 19:47:58,17
579,,2009-06-01,,2009-06-01,86,2500,800,0,0,0,850,0,0,4150,,,,,,5,,,2020-02-23 19:47:58,17
580,,2009-04-21,,2009-04-21,16,4000,3000,500,0,365,1135,0,0,9000,,,,,,5,,,2020-02-23 19:47:58,17
581,,2009-05-03,,2009-05-03,87,2000,800,0,0,0,500,0,0,3300,,,,,,5,,,2020-02-23 19:47:58,17
582,,2009-06-01,,2009-06-01,51,1900,800,0,0,365,1085,0,0,4150,,,,,,5,,,2020-02-23 19:47:58,17
583,,2009-07-05,,2009-07-05,48,2000,1000,0,0,365,1135,0,0,4500,,,,,,5,,,2020-02-23 19:47:58,17
584,,2009-07-01,,2009-07-01,34,2000,2000,0,0,0,1250,2000,0,7250,,,,,,5,,,2020-02-23 19:47:58,17
585,,2009-07-01,,2009-07-01,87,2500,1000,0,0,0,650,0,0,4150,,,,,,5,,,2020-02-23 19:47:58,17
586,,2009-07-21,,2009-07-21,88,1200,800,0,0,365,235,0,0,2600,,,,,,5,,,2020-02-23 19:47:58,17
587,,2009-05-01,,2009-05-01,71,2000,2000,0,400,0,1350,1500,0,7250,,,,,,5,,,2020-02-23 19:47:58,17
588,,2009-08-11,,2009-08-11,89,1200,800,0,0,365,235,0,0,2600,,,,,,5,,,2020-02-23 19:47:58,17
589,,2009-08-18,,2009-08-18,24,2000,2000,0,300,0,1250,1950,0,7500,,,,,,5,,,2020-02-23 19:47:58,17
590,,2009-09-06,,2009-09-06,90,1000,0,0,0,365,535,0,0,1900,,,,,,5,,,2020-02-23 19:47:58,17
591,,2009-11-01,,2009-11-01,91,3000,0,0,300,0,1700,0,0,5000,,,,,,5,,,2020-02-23 19:47:58,17
592,,2009-10-21,,2009-10-21,74,2300,1200,500,0,365,1135,0,0,5500,,,,,,5,,,2020-02-23 19:47:58,17
593,,2009-11-01,,2009-11-01,33,2000,2000,0,300,0,1250,1950,0,7500,,,,,,5,,,2020-02-23 19:47:58,17
594,,2009-08-09,,2009-08-09,37,2300,5000,1000,200,0,800,0,0,9300,,,,,,5,,,2020-02-23 19:47:58,17
595,,2009-01-01,,2009-01-01,48,2000,1000,500,0,365,1135,1500,0,6500,,,,,,5,,,2020-02-23 19:47:58,17
596,,2009-12-01,,2009-12-01,41,2250,2500,650,0,365,885,0,0,6650,,,,,,5,,,2020-02-23 19:47:58,17
597,,2009-12-16,,2009-12-16,36,2000,1000,500,0,365,1135,0,0,5000,,,,,,5,,,2020-02-23 19:47:58,17
598,,2010-01-01,,2010-01-01,45,1800,800,0,0,365,585,1750,0,5300,,,,,,5,,,2020-02-23 19:47:58,17
599,,2010-03-01,,2010-03-01,69,1643,0,500,0,365,842,0,0,3350,,,,,,5,,,2020-02-23 19:47:58,17
600,,2010-05-01,,2010-05-01,80,1200,800,0,0,365,635,0,0,3000,,,,,,5,,,2020-02-23 19:47:58,17
601,,2010-04-18,,2010-04-18,92,2000,0,0,0,365,435,0,0,2800,,,,,,5,,,2020-02-23 19:47:58,17
602,,2008-01-01,,2008-01-01,66,4500,8450,0,200,0,1250,0,0,14400,,,,,,5,,,2020-02-23 19:47:58,17
603,,2010-01-01,,2010-01-01,66,4500,9000,0,200,0,1250,5000,0,19950,,,,,,5,,,2020-02-23 19:47:58,17
604,,2010-01-01,,2010-01-01,82,3200,5000,0,300,0,2500,1000,0,12000,,,,,,5,,,2020-02-23 19:47:58,17
605,,2014-07-01,,2014-07-01,87,2500,1000,0,0,0,2000,0,0,5500,,,,,,5,,,2020-02-23 19:47:58,17
606,,2010-05-01,,2010-05-01,74,2500,1500,750,250,365,1135,0,0,6500,,,,,,5,,,2020-02-23 19:47:58,17
607,,2010-07-01,,2010-07-01,58,2500,1500,0,0,365,1635,0,0,6000,,,,,,5,,,2020-02-23 19:47:58,17
608,,2010-07-01,,2010-07-01,26,4000,6000,1000,0,365,727,708,0,12800,,,,,,5,,,2020-02-23 19:47:58,17
609,,2010-07-01,,2010-07-01,39,1800,1500,0,300,0,1200,0,0,4800,,,,,,5,,,2020-02-23 19:47:58,17
610,,2010-07-01,,2010-07-01,29,1800,0,0,300,0,1200,1700,0,5000,,,,,,5,,,2020-02-23 19:47:58,17
611,,2010-10-01,,2010-10-01,28,2500,1500,600,0,365,1120,1000,0,7085,,,,,,5,,,2020-02-23 19:47:58,17
612,,2010-10-14,,2010-10-14,93,1200,0,0,0,365,435,0,0,2000,,,,,,5,,,2020-02-23 19:47:58,17
613,,2010-10-19,,2010-10-19,94,1200,800,0,0,365,435,0,0,2800,,,,,,5,,,2020-02-23 19:47:58,17
614,,2010-10-19,,2010-10-19,95,2300,1000,500,0,0,2200,0,0,6000,,,,,,5,,,2020-02-23 19:47:58,17
615,,2010-10-01,,2010-10-01,66,4500,10000,0,200,0,1600,5000,0,21300,,,,,,5,,,2020-02-23 19:47:58,17
616,,2010-03-01,,2010-03-01,2,2500,5000,0,200,0,500,0,0,8200,,,,,,5,,,2020-02-23 19:47:58,17
617,,2010-11-01,,2010-11-01,35,2300,1500,0,0,365,835,500,0,5500,,,,,,5,,,2020-02-23 19:47:58,17
618,,2010-11-01,,2010-11-01,51,2300,1500,0,0,365,835,500,0,5500,,,,,,5,,,2020-02-23 19:47:58,17
619,,2010-11-01,,2010-11-01,69,2300,0,500,0,365,835,500,0,4500,,,,,,5,,,2020-02-23 19:47:58,17
620,,2010-11-01,,2010-11-01,48,2300,1500,500,0,365,835,1000,0,6500,,,,,,5,,,2020-02-23 19:47:58,17
621,,2010-11-01,,2010-11-01,18,2300,1500,0,0,365,835,500,0,5500,,,,,,5,,,2020-02-23 19:47:58,17
622,,2010-11-01,,2010-11-01,36,2300,1500,500,0,365,835,500,0,6000,,,,,,5,,,2020-02-23 19:47:58,17
623,,2010-12-01,,2010-12-01,57,3000,1500,1500,250,0,1000,1000,0,8250,,,,,,5,,,2020-02-23 19:47:58,17
624,,2010-12-01,,2010-12-01,74,2500,1500,1500,250,365,1135,500,0,7750,,,,,,5,,,2020-02-23 19:47:58,17
625,,2010-12-01,,2010-12-01,37,2300,5000,1500,250,0,800,0,0,9850,,,,,,5,,,2020-02-23 19:47:58,17
626,,2010-12-15,,2010-12-15,19,3500,6000,750,250,365,1135,1200,0,13200,,,,,,5,,,2020-02-23 19:47:58,17
627,,2011-01-01,,2011-01-01,89,1200,0,0,0,365,635,0,0,2200,,,,,,5,,,2020-02-23 19:47:58,17
628,,2011-01-09,,2011-01-09,96,1000,800,0,0,365,335,0,0,2500,,,,,,5,,,2020-02-23 19:47:58,17
629,,2011-02-01,,2011-02-01,51,2300,1500,500,0,365,835,500,0,6000,,,,,,5,,,2020-02-23 19:47:58,17
630,,2011-02-01,,2011-02-01,93,1200,0,0,0,365,635,0,0,2200,,,,,,5,,,2020-02-23 19:47:58,17
631,,2011-01-01,,2011-01-01,70,2800,5000,1000,0,0,700,500,0,10000,,,,,,5,,,2020-02-23 19:47:58,17
